sp|A9BNJ1|ACPS_DELAS	K00997
tr|A9C361|A9C361_DELAS
tr|A9C3K9|A9C3K9_DELAS
tr|A9BMP5|A9BMP5_DELAS
tr|A9BMV4|A9BMV4_DELAS	K15539
tr|A9BQU1|A9BQU1_DELAS
tr|A9BQY9|A9BQY9_DELAS
tr|A9BRB2|A9BRB2_DELAS
tr|A9BRD4|A9BRD4_DELAS
tr|A9BRF6|A9BRF6_DELAS	K03673
tr|A9BUC0|A9BUC0_DELAS
tr|A9BVA0|A9BVA0_DELAS
tr|A9BVG2|A9BVG2_DELAS	K03522
tr|A9BVL3|A9BVL3_DELAS
tr|A9BW19|A9BW19_DELAS
tr|A9BWG8|A9BWG8_DELAS
tr|A9BWP2|A9BWP2_DELAS	K07687
tr|A9BWQ3|A9BWQ3_DELAS
tr|A9BXN9|A9BXN9_DELAS	K02226
tr|A9BY33|A9BY33_DELAS	K05501
tr|A9BZ33|A9BZ33_DELAS	K06999
tr|A9BZN1|A9BZN1_DELAS	K07305
tr|A9C0I5|A9C0I5_DELAS
tr|A9C121|A9C121_DELAS	K08721
tr|A9C131|A9C131_DELAS
tr|A9C174|A9C174_DELAS	K13482
tr|A9C2I3|A9C2I3_DELAS	K01801
tr|A9BM62|A9BM62_DELAS
tr|A9BM70|A9BM70_DELAS	K02014
tr|A9BM88|A9BM88_DELAS
tr|A9BPX6|A9BPX6_DELAS	K07233
tr|A9BQE6|A9BQE6_DELAS	K01857
tr|A9BRT0|A9BRT0_DELAS	K02806
tr|A9BRZ2|A9BRZ2_DELAS
tr|A9BT89|A9BT89_DELAS
tr|A9BTA9|A9BTA9_DELAS
tr|A9BU52|A9BU52_DELAS	K02509
tr|A9BUE1|A9BUE1_DELAS
tr|A9BUH9|A9BUH9_DELAS	K15634
tr|A9BUY6|A9BUY6_DELAS
tr|A9BVU5|A9BVU5_DELAS
tr|A9BXN3|A9BXN3_DELAS
tr|A9BXR9|A9BXR9_DELAS	K00135
tr|A9BZ15|A9BZ15_DELAS
tr|A9BZ86|A9BZ86_DELAS	K00299
tr|A9C308|A9C308_DELAS	K03630
tr|A9BMN7|A9BMN7_DELAS
tr|A9BMQ1|A9BMQ1_DELAS
tr|A9BPY5|A9BPY5_DELAS	K03656
tr|A9BQE3|A9BQE3_DELAS	K11209
tr|A9BQP6|A9BQP6_DELAS	K01826
tr|A9BRY6|A9BRY6_DELAS
tr|A9BVP6|A9BVP6_DELAS	K18661
tr|A9BWN0|A9BWN0_DELAS
tr|A9BWU4|A9BWU4_DELAS
tr|A9BWY9|A9BWY9_DELAS	K03168
tr|A9BYV5|A9BYV5_DELAS
tr|A9BZU2|A9BZU2_DELAS	K07119
tr|A9BZX4|A9BZX4_DELAS	K00023
tr|A9C0J1|A9C0J1_DELAS	K03786
tr|A9C1A5|A9C1A5_DELAS
tr|A9C293|A9C293_DELAS	K02338
tr|A9C2M8|A9C2M8_DELAS
tr|A9C2W9|A9C2W9_DELAS	K12055
tr|A9BN01|A9BN01_DELAS
tr|A9BN15|A9BN15_DELAS
tr|A9BQ30|A9BQ30_DELAS	K02400
tr|A9BQD4|A9BQD4_DELAS
tr|A9BRJ6|A9BRJ6_DELAS	K00946
tr|A9BRL6|A9BRL6_DELAS
tr|A9BRY5|A9BRY5_DELAS
tr|A9BSE8|A9BSE8_DELAS	K07120
tr|A9BSP2|A9BSP2_DELAS	K03522
tr|A9BSQ3|A9BSQ3_DELAS
tr|A9BV91|A9BV91_DELAS	K00050
tr|A9BVQ0|A9BVQ0_DELAS	K00404
tr|A9BXJ2|A9BXJ2_DELAS
tr|A9BXS9|A9BXS9_DELAS
tr|A9BYA6|A9BYA6_DELAS
tr|A9BYK3|A9BYK3_DELAS	K03527
tr|A9BLM3|A9BLM3_DELAS
tr|A9BMH3|A9BMH3_DELAS
tr|A9BNL2|A9BNL2_DELAS	K04773
tr|A9BP56|A9BP56_DELAS
tr|A9BP84|A9BP84_DELAS	K02313
tr|A9BPA9|A9BPA9_DELAS	K15866
tr|A9BPM2|A9BPM2_DELAS
tr|A9BR75|A9BR75_DELAS
tr|A9BRF5|A9BRF5_DELAS
tr|A9BSU7|A9BSU7_DELAS
tr|A9BTQ4|A9BTQ4_DELAS
tr|A9BTU0|A9BTU0_DELAS
tr|A9BTW8|A9BTW8_DELAS
tr|A9BUD6|A9BUD6_DELAS
tr|A9BUJ4|A9BUJ4_DELAS
tr|A9BV77|A9BV77_DELAS
tr|A9BVE8|A9BVE8_DELAS	K15576
tr|A9BVJ3|A9BVJ3_DELAS	K01647
tr|A9BW27|A9BW27_DELAS
tr|A9BW39|A9BW39_DELAS
tr|A9BW57|A9BW57_DELAS
tr|A9BXB5|A9BXB5_DELAS	K01032
tr|A9BXZ3|A9BXZ3_DELAS	K02011
tr|A9BYD4|A9BYD4_DELAS
tr|A9BZ87|A9BZ87_DELAS
tr|A9BZ89|A9BZ89_DELAS	K01999
tr|A9BZE7|A9BZE7_DELAS
tr|A9BZX6|A9BZX6_DELAS	K09971
tr|A9C063|A9C063_DELAS	K04488
tr|A9C0B2|A9C0B2_DELAS
tr|A9C0R2|A9C0R2_DELAS
tr|A9C0S7|A9C0S7_DELAS
tr|A9C0W5|A9C0W5_DELAS
tr|A9C169|A9C169_DELAS
tr|A9C1E5|A9C1E5_DELAS
tr|A9C2F6|A9C2F6_DELAS
tr|A9C2H0|A9C2H0_DELAS
tr|A9C3F7|A9C3F7_DELAS	K15553
tr|A9BLG8|A9BLG8_DELAS
tr|A9BLM4|A9BLM4_DELAS
tr|A9BM13|A9BM13_DELAS	K05559
tr|A9BMV9|A9BMV9_DELAS	K06024
tr|A9BMW3|A9BMW3_DELAS	K03787
tr|A9BNM2|A9BNM2_DELAS
tr|A9BPE1|A9BPE1_DELAS
tr|A9BQF5|A9BQF5_DELAS	K06911
tr|A9BQX5|A9BQX5_DELAS	K07391
tr|A9BR69|A9BR69_DELAS	K06153
tr|A9BRE1|A9BRE1_DELAS	K03408
tr|A9BRE5|A9BRE5_DELAS	K15738
tr|A9BRP9|A9BRP9_DELAS
tr|A9BSD3|A9BSD3_DELAS
tr|A9BSE7|A9BSE7_DELAS
tr|A9BT39|A9BT39_DELAS
tr|A9BT81|A9BT81_DELAS	K03119
tr|A9BTU6|A9BTU6_DELAS
tr|A9BUQ5|A9BUQ5_DELAS	K02018
tr|A9BV72|A9BV72_DELAS
tr|A9BVE5|A9BVE5_DELAS
tr|A9BVH2|A9BVH2_DELAS
tr|A9BVY6|A9BVY6_DELAS	K17722
tr|A9BW14|A9BW14_DELAS
tr|A9BX49|A9BX49_DELAS
tr|A9BXA0|A9BXA0_DELAS	K01784
tr|A9BY06|A9BY06_DELAS
tr|A9BYR4|A9BYR4_DELAS
tr|A9BZE4|A9BZE4_DELAS
tr|A9BZP0|A9BZP0_DELAS	K01998
tr|A9C008|A9C008_DELAS	K01999
tr|A9C0S4|A9C0S4_DELAS
tr|A9C0X3|A9C0X3_DELAS	K01992
tr|A9C1D0|A9C1D0_DELAS
tr|A9C2E4|A9C2E4_DELAS	K03791
tr|A9C2H8|A9C2H8_DELAS	K00140
tr|A9C2M4|A9C2M4_DELAS
tr|A9BLW3|A9BLW3_DELAS
tr|A9BMJ5|A9BMJ5_DELAS	K03327
tr|A9BNV4|A9BNV4_DELAS	K03500
tr|A9BNX9|A9BNX9_DELAS	K02454
tr|A9BPE7|A9BPE7_DELAS
tr|A9BQ19|A9BQ19_DELAS
tr|A9BRS2|A9BRS2_DELAS	K05838
tr|A9BRY1|A9BRY1_DELAS
tr|A9BS38|A9BS38_DELAS
tr|A9BSA9|A9BSA9_DELAS	K12266
tr|A9BSH4|A9BSH4_DELAS
tr|A9BTJ7|A9BTJ7_DELAS	K07180
tr|A9BTL4|A9BTL4_DELAS
tr|A9BU44|A9BU44_DELAS	K02052
tr|A9BU97|A9BU97_DELAS	K02073
tr|A9BUB2|A9BUB2_DELAS	K07165
tr|A9BVT1|A9BVT1_DELAS	K02232
tr|A9BVX3|A9BVX3_DELAS	K03723
tr|A9BXX5|A9BXX5_DELAS
tr|A9BY20|A9BY20_DELAS
tr|A9BYQ2|A9BYQ2_DELAS
tr|A9BZL5|A9BZL5_DELAS	K00249
tr|A9BZP2|A9BZP2_DELAS	K01996
tr|A9BZQ4|A9BZQ4_DELAS
tr|A9C0C1|A9C0C1_DELAS
tr|A9C0H9|A9C0H9_DELAS
tr|A9C0N0|A9C0N0_DELAS
tr|A9C0V0|A9C0V0_DELAS
tr|A9C1K1|A9C1K1_DELAS	K07102
tr|A9C1L4|A9C1L4_DELAS	K11719
tr|A9C387|A9C387_DELAS	K01992
tr|A9C3M1|A9C3M1_DELAS
tr|A9BM22|A9BM22_DELAS	K00090
tr|A9BMF7|A9BMF7_DELAS	K06966
tr|A9BMP3|A9BMP3_DELAS
tr|A9BMX7|A9BMX7_DELAS
tr|A9BMZ3|A9BMZ3_DELAS
tr|A9BN75|A9BN75_DELAS	K03724
tr|A9BQW2|A9BQW2_DELAS
tr|A9BR26|A9BR26_DELAS
tr|A9BR78|A9BR78_DELAS	K03325
tr|A9BRD9|A9BRD9_DELAS	K03413
tr|A9BS59|A9BS59_DELAS
tr|A9BSZ2|A9BSZ2_DELAS
tr|A9BTI8|A9BTI8_DELAS	K01999
tr|A9BVJ5|A9BVJ5_DELAS	K00240
tr|A9BVL1|A9BVL1_DELAS
tr|A9BWI5|A9BWI5_DELAS	K03559
tr|A9BX17|A9BX17_DELAS
tr|A9BXX0|A9BXX0_DELAS
tr|A9BZB4|A9BZB4_DELAS
tr|A9C1X7|A9C1X7_DELAS	K13895
tr|A9C3J2|A9C3J2_DELAS
tr|A9BLK1|A9BLK1_DELAS
tr|A9BLX4|A9BLX4_DELAS
tr|A9BM96|A9BM96_DELAS
tr|A9BMR0|A9BMR0_DELAS	K01469
tr|A9BN21|A9BN21_DELAS
tr|A9BPD6|A9BPD6_DELAS	K13639
tr|A9BPM4|A9BPM4_DELAS
tr|A9BQD3|A9BQD3_DELAS
tr|A9BQD8|A9BQD8_DELAS
tr|A9BQH6|A9BQH6_DELAS
tr|A9BQN1|A9BQN1_DELAS
tr|A9BQQ7|A9BQQ7_DELAS
tr|A9BR83|A9BR83_DELAS
tr|A9BRK8|A9BRK8_DELAS
tr|A9BRT2|A9BRT2_DELAS	K02014
tr|A9BRT8|A9BRT8_DELAS	K07568
tr|A9BRY0|A9BRY0_DELAS
tr|A9BSI2|A9BSI2_DELAS
tr|A9BSM0|A9BSM0_DELAS	K00058
tr|A9BSS4|A9BSS4_DELAS	K00681
tr|A9BSS7|A9BSS7_DELAS
tr|A9BSU8|A9BSU8_DELAS
tr|A9BSV6|A9BSV6_DELAS
tr|A9BU33|A9BU33_DELAS
tr|A9BUK1|A9BUK1_DELAS	K01928
tr|A9BV55|A9BV55_DELAS
tr|A9BVA8|A9BVA8_DELAS
tr|A9BVC9|A9BVC9_DELAS
tr|A9BVJ4|A9BVJ4_DELAS	K09159
tr|A9BVL0|A9BVL0_DELAS
tr|A9BVU0|A9BVU0_DELAS
tr|A9BVW8|A9BVW8_DELAS
tr|A9BW16|A9BW16_DELAS
tr|A9BW63|A9BW63_DELAS
tr|A9BW77|A9BW77_DELAS
tr|A9BWN3|A9BWN3_DELAS
tr|A9BWX8|A9BWX8_DELAS	K01997
tr|A9BWZ9|A9BWZ9_DELAS	K06016
tr|A9BXL0|A9BXL0_DELAS	K09958
tr|A9BYE7|A9BYE7_DELAS
tr|A9BYJ9|A9BYJ9_DELAS
tr|A9BYK0|A9BYK0_DELAS
tr|A9BYN3|A9BYN3_DELAS
tr|A9BYV8|A9BYV8_DELAS
tr|A9BZH5|A9BZH5_DELAS	K03367
tr|A9BZV0|A9BZV0_DELAS
tr|A9C093|A9C093_DELAS	K04750
tr|A9C0B6|A9C0B6_DELAS
tr|A9C0F1|A9C0F1_DELAS
tr|A9C0V4|A9C0V4_DELAS	K00640
tr|A9C1W8|A9C1W8_DELAS	K02769
tr|A9C1W8|A9C1W8_DELAS	K02770
tr|A9C2E7|A9C2E7_DELAS
tr|A9C314|A9C314_DELAS
tr|A9C354|A9C354_DELAS
tr|A9C3J4|A9C3J4_DELAS
tr|A9BMT1|A9BMT1_DELAS	K01142
tr|A9BQ11|A9BQ11_DELAS
tr|A9BQ21|A9BQ21_DELAS
tr|A9BQI7|A9BQI7_DELAS
tr|A9BQR3|A9BQR3_DELAS	K12508
tr|A9BR57|A9BR57_DELAS
tr|A9BUK2|A9BUK2_DELAS	K01929
tr|A9BWF9|A9BWF9_DELAS
tr|A9BWV5|A9BWV5_DELAS	K07107
tr|A9BWZ5|A9BWZ5_DELAS
tr|A9BX22|A9BX22_DELAS	K03827
tr|A9C010|A9C010_DELAS	K04748
tr|A9C0D0|A9C0D0_DELAS	K02259
tr|A9C2F8|A9C2F8_DELAS
tr|A9BNT6|A9BNT6_DELAS	K01995
tr|A9BSM9|A9BSM9_DELAS	K07062
tr|A9BSZ6|A9BSZ6_DELAS
tr|A9BUS3|A9BUS3_DELAS	K09925
tr|A9BUX3|A9BUX3_DELAS	K01061
tr|A9BW86|A9BW86_DELAS	K01256
tr|A9BXE5|A9BXE5_DELAS	K00007
tr|A9BXK3|A9BXK3_DELAS	K09959
tr|A9BXV7|A9BXV7_DELAS
tr|A9C0Z3|A9C0Z3_DELAS
tr|A9C3M2|A9C3M2_DELAS	K06223
tr|A9BLQ7|A9BLQ7_DELAS
tr|A9BLY4|A9BLY4_DELAS
tr|A9BMD8|A9BMD8_DELAS
tr|A9BMZ1|A9BMZ1_DELAS	K09939
tr|A9BN06|A9BN06_DELAS	K03386
tr|A9BNY8|A9BNY8_DELAS
tr|A9BPA4|A9BPA4_DELAS	K03722
tr|A9BQ61|A9BQ61_DELAS	K02390
tr|A9BQC5|A9BQC5_DELAS	K00432
tr|A9BQF2|A9BQF2_DELAS
tr|A9BRK2|A9BRK2_DELAS
tr|A9BRL0|A9BRL0_DELAS
tr|A9BSN3|A9BSN3_DELAS	K00626
tr|A9BSN4|A9BSN4_DELAS
tr|A9BT35|A9BT35_DELAS
tr|A9BUI3|A9BUI3_DELAS	K02034
tr|A9BVR9|A9BVR9_DELAS	K02013
tr|A9BXD2|A9BXD2_DELAS	K02664
tr|A9BXF6|A9BXF6_DELAS	K02517
tr|A9BY25|A9BY25_DELAS
tr|A9BY49|A9BY49_DELAS	K00632
tr|A9BYD9|A9BYD9_DELAS
tr|A9BYL4|A9BYL4_DELAS
tr|A9BYY3|A9BYY3_DELAS
tr|A9BZL1|A9BZL1_DELAS
tr|A9C1E4|A9C1E4_DELAS
tr|A9C1F0|A9C1F0_DELAS
tr|A9C1F7|A9C1F7_DELAS
tr|A9C1M6|A9C1M6_DELAS
tr|A9C3E2|A9C3E2_DELAS	K03559
tr|A9BMA4|A9BMA4_DELAS	K01997
tr|A9BQR4|A9BQR4_DELAS	K09456
tr|A9BQT4|A9BQT4_DELAS
tr|A9BQT8|A9BQT8_DELAS
tr|A9BQY0|A9BQY0_DELAS
tr|A9BR28|A9BR28_DELAS	K00324
tr|A9BR91|A9BR91_DELAS	K02358
tr|A9BRG1|A9BRG1_DELAS
tr|A9BS02|A9BS02_DELAS	K07114
tr|A9BU08|A9BU08_DELAS
tr|A9BUW9|A9BUW9_DELAS
tr|A9BWP6|A9BWP6_DELAS	K04565
tr|A9BWV7|A9BWV7_DELAS	K01989
tr|A9BWW8|A9BWW8_DELAS
tr|A9BXT8|A9BXT8_DELAS	K15977
tr|A9BZ22|A9BZ22_DELAS
tr|A9BZ25|A9BZ25_DELAS
tr|A9C130|A9C130_DELAS
tr|A9C1W5|A9C1W5_DELAS	K03435
tr|A9C1X8|A9C1X8_DELAS	K13896
tr|A9C1Y9|A9C1Y9_DELAS
tr|A9C2B1|A9C2B1_DELAS
tr|A9BLE8|A9BLE8_DELAS
tr|A9BM38|A9BM38_DELAS
tr|A9BM61|A9BM61_DELAS
tr|A9BMB1|A9BMB1_DELAS
tr|A9BPE9|A9BPE9_DELAS
tr|A9BPX7|A9BPX7_DELAS
tr|A9BQ16|A9BQ16_DELAS	K03313
tr|A9BQG5|A9BQG5_DELAS
tr|A9BQZ0|A9BQZ0_DELAS
tr|A9BRL9|A9BRL9_DELAS
tr|A9BT80|A9BT80_DELAS
tr|A9BT84|A9BT84_DELAS	K00344
tr|A9BTI2|A9BTI2_DELAS
tr|A9BTL2|A9BTL2_DELAS
tr|A9BTS1|A9BTS1_DELAS	K20529
tr|A9BTU2|A9BTU2_DELAS
tr|A9BTZ6|A9BTZ6_DELAS
tr|A9BU39|A9BU39_DELAS
tr|A9BU82|A9BU82_DELAS
tr|A9BVK2|A9BVK2_DELAS	K01644
tr|A9BVR8|A9BVR8_DELAS	K02015
tr|A9BW72|A9BW72_DELAS
tr|A9BXC4|A9BXC4_DELAS
tr|A9BZ73|A9BZ73_DELAS
tr|A9BZF6|A9BZF6_DELAS	K02067
tr|A9BZK9|A9BZK9_DELAS
tr|A9BZZ0|A9BZZ0_DELAS
tr|A9C0J8|A9C0J8_DELAS
tr|A9C0S9|A9C0S9_DELAS
tr|A9C1B4|A9C1B4_DELAS
tr|A9C1L1|A9C1L1_DELAS
tr|A9C317|A9C317_DELAS
tr|A9C3A4|A9C3A4_DELAS	K03611
tr|A9C3C1|A9C3C1_DELAS	K00626
tr|A9C3I7|A9C3I7_DELAS
tr|A9BLG4|A9BLG4_DELAS	K13483
tr|A9BLX3|A9BLX3_DELAS
tr|A9BM52|A9BM52_DELAS	K10764
tr|A9BMK5|A9BMK5_DELAS	K01524
tr|A9BRP3|A9BRP3_DELAS
tr|A9BSH0|A9BSH0_DELAS	K02049
tr|A9BXH8|A9BXH8_DELAS
tr|A9BZ53|A9BZ53_DELAS	K04762
tr|A9BN76|A9BN76_DELAS
tr|A9BNM7|A9BNM7_DELAS	K01649
tr|A9BNQ2|A9BNQ2_DELAS	K08083
tr|A9BPB3|A9BPB3_DELAS	K01998
tr|A9BPH5|A9BPH5_DELAS
tr|A9BPW7|A9BPW7_DELAS	K03205
tr|A9BQK6|A9BQK6_DELAS
tr|A9BQU0|A9BQU0_DELAS
tr|A9BST7|A9BST7_DELAS
tr|A9BTM7|A9BTM7_DELAS	K01113
tr|A9BTW9|A9BTW9_DELAS
tr|A9BU31|A9BU31_DELAS
tr|A9BUN9|A9BUN9_DELAS	K02667
tr|A9BVM5|A9BVM5_DELAS
tr|A9BVT5|A9BVT5_DELAS
tr|A9BVY1|A9BVY1_DELAS	K00951
tr|A9BWU7|A9BWU7_DELAS	K02342
tr|A9BWW4|A9BWW4_DELAS	K11733
tr|A9BXK2|A9BXK2_DELAS	K00138
tr|A9BXQ2|A9BXQ2_DELAS
tr|A9BXY8|A9BXY8_DELAS
tr|A9BY09|A9BY09_DELAS	K02455
tr|A9BYJ6|A9BYJ6_DELAS	K01119
tr|A9BZI9|A9BZI9_DELAS	K03088
tr|A9BZJ2|A9BZJ2_DELAS
tr|A9BZL3|A9BZL3_DELAS	K05685
tr|A9BZN7|A9BZN7_DELAS	K01999
tr|A9BZW0|A9BZW0_DELAS
tr|A9BZX7|A9BZX7_DELAS	K09970
tr|A9BZY7|A9BZY7_DELAS	K02670
tr|A9C0C5|A9C0C5_DELAS	K02300
tr|A9C0L2|A9C0L2_DELAS
tr|A9C0X8|A9C0X8_DELAS
tr|A9C193|A9C193_DELAS
tr|A9C1D3|A9C1D3_DELAS
tr|A9C1J0|A9C1J0_DELAS	K01998
tr|A9C1W4|A9C1W4_DELAS
tr|A9C1X4|A9C1X4_DELAS	K00208
tr|A9C2Z2|A9C2Z2_DELAS
tr|A9C321|A9C321_DELAS
tr|A9C3B6|A9C3B6_DELAS	K02071
tr|A9BNF6|A9BNF6_DELAS	K03564
tr|A9BPG8|A9BPG8_DELAS
tr|A9BS13|A9BS13_DELAS
tr|A9BXK4|A9BXK4_DELAS
tr|A9BXS5|A9BXS5_DELAS	K00793
tr|A9C0M8|A9C0M8_DELAS
tr|A9C1H5|A9C1H5_DELAS
tr|A9C1M8|A9C1M8_DELAS
tr|A9C334|A9C334_DELAS
tr|A9BNU2|A9BNU2_DELAS
tr|A9BPC4|A9BPC4_DELAS
tr|A9BPG3|A9BPG3_DELAS	K02433
tr|A9BPM9|A9BPM9_DELAS	K02433
tr|A9BQ50|A9BQ50_DELAS	K02407
tr|A9BQ96|A9BQ96_DELAS
tr|A9BSF7|A9BSF7_DELAS	K16171
tr|A9BSK5|A9BSK5_DELAS	K10002
tr|A9BT77|A9BT77_DELAS
tr|A9BTH3|A9BTH3_DELAS
tr|A9BTV7|A9BTV7_DELAS	K03497
tr|A9BUA2|A9BUA2_DELAS
tr|A9BVV4|A9BVV4_DELAS
tr|A9BZ63|A9BZ63_DELAS
tr|A9BZF0|A9BZF0_DELAS
tr|A9BZI4|A9BZI4_DELAS
tr|A9C0L3|A9C0L3_DELAS
tr|A9BLQ4|A9BLQ4_DELAS
tr|A9BMU2|A9BMU2_DELAS	K07101
tr|A9BMW0|A9BMW0_DELAS	K06180
tr|A9BN29|A9BN29_DELAS	K03775
tr|A9BPS9|A9BPS9_DELAS
tr|A9BU54|A9BU54_DELAS	K03299
tr|A9BUH0|A9BUH0_DELAS	K01531
tr|A9BUW7|A9BUW7_DELAS	K02509
tr|A9BZG7|A9BZG7_DELAS	K17215
tr|A9BZZ7|A9BZZ7_DELAS
tr|A9C2T7|A9C2T7_DELAS	K02314
tr|A9C312|A9C312_DELAS
tr|A9BMI4|A9BMI4_DELAS
tr|A9BNY3|A9BNY3_DELAS	K03406
tr|A9BPB0|A9BPB0_DELAS	K01897
tr|A9BQ40|A9BQ40_DELAS
tr|A9BQU7|A9BQU7_DELAS	K01708
tr|A9BR34|A9BR34_DELAS
tr|A9BWI8|A9BWI8_DELAS	K04564
tr|A9BWY2|A9BWY2_DELAS	K00868
tr|A9BX06|A9BX06_DELAS	K19338
tr|A9BZ32|A9BZ32_DELAS	K15777
tr|A9C1G3|A9C1G3_DELAS	K03498
tr|A9C276|A9C276_DELAS
tr|A9C2D1|A9C2D1_DELAS
tr|A9C2H9|A9C2H9_DELAS
tr|A9C2Y0|A9C2Y0_DELAS
tr|A9BP32|A9BP32_DELAS
tr|A9BRS5|A9BRS5_DELAS
tr|A9BS28|A9BS28_DELAS
tr|A9BSY3|A9BSY3_DELAS
tr|A9BT14|A9BT14_DELAS
tr|A9BTE5|A9BTE5_DELAS	K07395
tr|A9BV05|A9BV05_DELAS
tr|A9BV89|A9BV89_DELAS	K07246
tr|A9BXY7|A9BXY7_DELAS	K01790
tr|A9BY02|A9BY02_DELAS
tr|A9BYJ1|A9BYJ1_DELAS
tr|A9BYK7|A9BYK7_DELAS
tr|A9BZ06|A9BZ06_DELAS
tr|A9C0N3|A9C0N3_DELAS
tr|A9C0R9|A9C0R9_DELAS	K19055
tr|A9C2S6|A9C2S6_DELAS	K02014
tr|A9BLG1|A9BLG1_DELAS
tr|A9BMG5|A9BMG5_DELAS
tr|A9BMU1|A9BMU1_DELAS
tr|A9BN95|A9BN95_DELAS	K01997
tr|A9BPW0|A9BPW0_DELAS
tr|A9BPX1|A9BPX1_DELAS	K07245
tr|A9BQF9|A9BQF9_DELAS
tr|A9BU74|A9BU74_DELAS	K02015
tr|A9BVN2|A9BVN2_DELAS	K03646
tr|A9BWC0|A9BWC0_DELAS	K06131
tr|A9BZA7|A9BZA7_DELAS
tr|A9BZR9|A9BZR9_DELAS
tr|A9BZW9|A9BZW9_DELAS	K01801
tr|A9C083|A9C083_DELAS	K00382
tr|A9C1Y6|A9C1Y6_DELAS	K05516
tr|A9C267|A9C267_DELAS
tr|A9C378|A9C378_DELAS
tr|A9BMY7|A9BMY7_DELAS	K00380
tr|A9BX40|A9BX40_DELAS
tr|A9BY46|A9BY46_DELAS
tr|A9C1A2|A9C1A2_DELAS
tr|A9C273|A9C273_DELAS
tr|A9BLM6|A9BLM6_DELAS
tr|A9BLU1|A9BLU1_DELAS
tr|A9BM36|A9BM36_DELAS	K02014
tr|A9BMS1|A9BMS1_DELAS
tr|A9BNL3|A9BNL3_DELAS
tr|A9BNX0|A9BNX0_DELAS	K03324
tr|A9BNY9|A9BNY9_DELAS
tr|A9BPH0|A9BPH0_DELAS
tr|A9BQ66|A9BQ66_DELAS	K02398
tr|A9BQV3|A9BQV3_DELAS	K01995
tr|A9BQY7|A9BQY7_DELAS
tr|A9BRH0|A9BRH0_DELAS	K11741
tr|A9BRV0|A9BRV0_DELAS
tr|A9BSE5|A9BSE5_DELAS	K01673
tr|A9BTG6|A9BTG6_DELAS
tr|A9BTS0|A9BTS0_DELAS	K20530
tr|A9BUB1|A9BUB1_DELAS	K03088
tr|A9BV00|A9BV00_DELAS
tr|A9BVU3|A9BVU3_DELAS
tr|A9BVY2|A9BVY2_DELAS
tr|A9BW07|A9BW07_DELAS
tr|A9BXB7|A9BXB7_DELAS
tr|A9BXE7|A9BXE7_DELAS	K10229
tr|A9BXR8|A9BXR8_DELAS
tr|A9BXZ0|A9BXZ0_DELAS
tr|A9BY96|A9BY96_DELAS
tr|A9BYH5|A9BYH5_DELAS	K02014
tr|A9BZM4|A9BZM4_DELAS	K00941
tr|A9BZS2|A9BZS2_DELAS	K01714
tr|A9C0K1|A9C0K1_DELAS	K10219
tr|A9C0Y7|A9C0Y7_DELAS	K02050
tr|A9C1F6|A9C1F6_DELAS	K00253
tr|A9C244|A9C244_DELAS
tr|A9C3M3|A9C3M3_DELAS
tr|A9BNI1|A9BNI1_DELAS	K07157
tr|A9BPT6|A9BPT6_DELAS	K08483
tr|A9BQ39|A9BQ39_DELAS
tr|A9BR64|A9BR64_DELAS
tr|A9BRA1|A9BRA1_DELAS	K03500
tr|A9BRC0|A9BRC0_DELAS
tr|A9BSK8|A9BSK8_DELAS	K01295
tr|A9BUY5|A9BUY5_DELAS
tr|A9BVP4|A9BVP4_DELAS
tr|A9BWL5|A9BWL5_DELAS	K02510
tr|A9BWV8|A9BWV8_DELAS	K05832
tr|A9C0Y5|A9C0Y5_DELAS
tr|A9C1M3|A9C1M3_DELAS	K03536
tr|A9BMA2|A9BMA2_DELAS	K01995
tr|A9BMH1|A9BMH1_DELAS	K03750
tr|A9BMY0|A9BMY0_DELAS
tr|A9BMZ2|A9BMZ2_DELAS	K07795
tr|A9BN03|A9BN03_DELAS
tr|A9BN13|A9BN13_DELAS
tr|A9BN53|A9BN53_DELAS	K07088
tr|A9BN86|A9BN86_DELAS	K07552
tr|A9BNJ2|A9BNJ2_DELAS	K03474
tr|A9BNT3|A9BNT3_DELAS	K07220
tr|A9BP92|A9BP92_DELAS
tr|A9BPG2|A9BPG2_DELAS
tr|A9BPG6|A9BPG6_DELAS
tr|A9BQ99|A9BQ99_DELAS
tr|A9BQS8|A9BQS8_DELAS	K00574
tr|A9BSH2|A9BSH2_DELAS
tr|A9BT08|A9BT08_DELAS
tr|A9BTJ0|A9BTJ0_DELAS
tr|A9BTR6|A9BTR6_DELAS	K20531
tr|A9BTS7|A9BTS7_DELAS
tr|A9BTY0|A9BTY0_DELAS	K01687
tr|A9BTZ0|A9BTZ0_DELAS
tr|A9BUC6|A9BUC6_DELAS	K03192
tr|A9BVG7|A9BVG7_DELAS	K16012
tr|A9BVT4|A9BVT4_DELAS	K01816
tr|A9BW59|A9BW59_DELAS
tr|A9BWZ2|A9BWZ2_DELAS
tr|A9BXH9|A9BXH9_DELAS	K00344
tr|A9BXR3|A9BXR3_DELAS	K05805
tr|A9BXR5|A9BXR5_DELAS
tr|A9BXW1|A9BXW1_DELAS
tr|A9BY19|A9BY19_DELAS
tr|A9BYA4|A9BYA4_DELAS	K13069
tr|A9BYI4|A9BYI4_DELAS	K03566
tr|A9BZ14|A9BZ14_DELAS	K01451
